category,rating,timestamp,price,platform,location
Games,4.0,2024-01-17,27.33,Web,Australia
Sports,3.7,2024-04-16,215.27,Smart TV,Asia
Sports,1.9,2024-11-29,233.92,Tablet,Europe
Beauty,4.1,2023-11-22,396.2,Web,Africa
Games,3.0,2023-04-21,165.07,Mobile App,South America
Books,4.6,2023-06-15,364.69,Web,Africa
Books,4.6,2023-06-11,255.57,Tablet,Australia
Beauty,2.0,2023-06-25,260.72,Mobile App,Europe
Beauty,3.6,2023-11-20,286.71,Web,North America
Games,4.5,2023-04-22,35.47,Web,Australia
Books,1.4,2023-03-12,126.75,Tablet,North America
Sports,2.4,2023-08-30,242.71,Web,Europe
Music,1.8,2023-11-28,494.56,Mobile App,Asia
Beauty,1.4,2024-06-01,329.72,Tablet,Europe
Books,3.8,2023-11-08,258.7,Mobile App,Australia
Clothing,3.7,2023-12-31,339.35,Mobile App,Africa
Home,4.1,2023-09-27,428.49,Web,South America
Books,2.5,2024-08-20,382.57,Mobile App,North America
Sports,2.9,2024-11-01,94.03,Tablet,South America
Books,2.3,2023-04-21,153.36,Web,South America
Books,2.0,2024-02-08,449.27,Web,Africa
Movies,1.9,2023-04-26,338.77,Tablet,North America
Movies,1.6,2023-09-02,225.61,Tablet,South America
Games,3.4,2023-01-27,408.48,Smart TV,North America
Games,2.0,2024-08-18,105.61,Tablet,North America
Electronics,2.4,2024-09-08,75.98,Mobile App,Europe
Clothing,2.8,2023-07-31,124.61,Mobile App,Asia
Music,2.8,2024-11-15,353.2,Tablet,Africa
Movies,1.9,2023-12-25,277.08,Mobile App,Europe
Music,2.4,2024-04-16,221.0,Web,Australia
Movies,5.0,2023-03-26,462.02,Smart TV,Australia
Games,4.1,2023-01-29,378.64,Mobile App,Australia
Games,4.5,2023-09-04,432.22,Tablet,South America
Games,1.1,2023-06-01,72.49,Mobile App,Asia
Home,2.2,2023-02-13,228.07,Tablet,Africa
Sports,4.2,2024-06-05,360.55,Smart TV,Europe
Books,4.0,2024-07-28,328.92,Smart TV,North America
Clothing,2.2,2023-05-06,473.67,Smart TV,Asia
Games,2.2,2023-05-23,452.38,Web,Australia
Clothing,2.3,2024-01-30,127.21,Web,North America
Movies,2.8,2023-11-11,29.71,Tablet,Asia
Beauty,3.6,2024-06-20,79.32,Smart TV,Africa
Electronics,1.4,2024-07-20,104.88,Smart TV,Australia
Beauty,3.2,2023-10-21,429.76,Smart TV,Africa
Movies,2.6,2023-07-15,237.63,Web,Asia
Movies,1.2,2023-11-06,481.12,Smart TV,North America
Home,3.5,2023-01-24,474.47,Mobile App,Europe
Sports,4.6,2024-06-24,309.18,Mobile App,North America
Sports,1.1,2024-12-21,157.37,Web,Africa
Movies,1.4,2024-08-07,423.53,Mobile App,Africa
Books,2.6,2023-05-28,200.8,Smart TV,North America
Movies,3.5,2024-05-20,466.31,Web,Australia
Music,2.2,2024-04-15,295.23,Web,Europe
Books,1.3,2024-12-11,111.52,Smart TV,Australia
Sports,1.2,2023-07-18,206.68,Mobile App,Asia
Beauty,1.7,2024-01-30,153.11,Smart TV,Africa
Beauty,3.6,2023-05-04,368.13,Web,South America
Electronics,3.4,2024-06-13,115.65,Tablet,South America
Games,4.0,2024-11-07,350.53,Smart TV,Australia
Clothing,3.0,2023-08-15,477.69,Mobile App,South America
Movies,2.5,2023-07-11,33.29,Web,Australia
Home,1.5,2024-03-01,148.22,Smart TV,South America
Electronics,3.5,2024-01-15,252.64,Tablet,Australia
Books,4.5,2024-08-13,414.17,Smart TV,Australia
Home,3.4,2024-03-31,238.07,Mobile App,Australia
Games,1.3,2024-06-24,246.71,Web,Asia
Music,4.8,2023-12-08,270.88,Mobile App,Europe
Sports,1.0,2024-06-29,232.82,Mobile App,Africa
Beauty,2.2,2024-07-17,43.7,Smart TV,Asia
Home,2.3,2023-04-28,102.78,Web,Europe
Clothing,1.9,2023-05-29,84.35,Web,Europe
Clothing,2.2,2023-04-20,108.0,Smart TV,Asia
Games,1.4,2024-06-01,149.71,Web,Europe
Sports,1.2,2023-01-26,276.47,Smart TV,Africa
Books,4.1,2024-10-01,353.22,Smart TV,Asia
Games,1.4,2023-06-16,230.26,Smart TV,North America
Music,5.0,2023-11-13,252.19,Web,North America
Books,2.0,2023-12-05,228.46,Tablet,Africa
Electronics,4.7,2023-05-27,56.28,Tablet,Africa
Clothing,2.2,2023-06-16,18.57,Smart TV,Asia
Books,1.3,2023-04-14,35.58,Mobile App,Africa
Beauty,4.9,2023-10-02,320.79,Tablet,Europe
Electronics,2.8,2024-10-30,310.16,Mobile App,Australia
Beauty,2.7,2023-01-29,5.46,Tablet,North America
Games,4.0,2023-12-12,120.15,Tablet,North America
Music,2.3,2023-04-25,341.15,Mobile App,Africa
Books,1.3,2023-08-22,130.33,Web,Africa
Sports,4.8,2024-10-04,279.02,Web,Africa
Home,1.9,2024-08-23,127.0,Tablet,North America
Clothing,1.1,2023-12-13,389.56,Tablet,Australia
Music,3.0,2024-10-27,206.64,Tablet,Asia
Electronics,4.9,2024-04-18,335.91,Web,Europe
Beauty,2.9,2023-11-12,148.08,Smart TV,South America
Movies,3.7,2024-05-01,230.86,Smart TV,North America
Home,4.2,2023-03-12,289.75,Mobile App,North America
Clothing,4.5,2023-07-15,251.28,Tablet,Africa
Electronics,3.9,2024-06-25,5.97,Smart TV,Europe
Music,2.4,2023-12-25,130.1,Mobile App,North America
Beauty,4.3,2024-05-19,160.62,Mobile App,Asia
Games,1.2,2024-09-08,379.11,Smart TV,North America
Home,4.6,2023-12-19,472.32,Smart TV,Europe
Clothing,3.5,2023-10-23,162.36,Tablet,South America
Movies,1.8,2023-05-28,121.58,Tablet,South America
Sports,3.1,2024-02-13,14.37,Web,South America
Movies,1.3,2024-07-11,146.4,Smart TV,South America
Movies,3.4,2023-02-01,357.07,Web,North America
Home,1.9,2024-06-03,431.61,Web,Africa
Books,4.9,2023-06-22,58.71,Mobile App,Australia
Electronics,1.2,2024-11-03,274.26,Smart TV,Australia
Home,2.8,2024-05-16,262.31,Web,South America
Home,1.9,2024-03-10,354.33,Tablet,Europe
Books,3.1,2023-08-15,155.42,Tablet,Africa
Music,2.9,2024-01-27,205.28,Tablet,South America
Music,3.8,2023-04-23,98.34,Web,Europe
Home,4.0,2024-02-18,164.17,Smart TV,Australia
Games,1.6,2023-11-17,312.67,Mobile App,Australia
Clothing,4.5,2023-07-24,88.37,Web,Africa
Electronics,2.0,2024-06-26,50.1,Tablet,Africa
Home,3.5,2024-02-06,302.75,Web,North America
Beauty,4.3,2024-05-27,178.63,Tablet,North America
Beauty,1.7,2023-07-27,222.92,Tablet,Africa
Music,4.3,2024-08-13,182.81,Smart TV,Africa
Games,1.8,2024-07-25,408.56,Tablet,Africa
Music,2.5,2023-03-04,475.83,Mobile App,South America
Beauty,2.3,2024-09-29,41.46,Mobile App,Africa
Beauty,4.8,2024-09-21,328.45,Smart TV,Europe
Games,2.1,2024-08-23,484.47,Web,North America
Games,4.0,2024-02-28,59.82,Web,South America
Sports,3.2,2023-11-21,426.35,Tablet,South America
Beauty,3.0,2024-04-15,434.43,Smart TV,North America
Home,1.1,2023-03-21,277.5,Smart TV,Africa
Music,4.1,2024-07-05,490.06,Mobile App,North America
Clothing,3.2,2023-03-07,90.31,Smart TV,Australia
Music,2.9,2024-10-08,205.19,Mobile App,Australia
Home,4.9,2023-04-06,22.75,Mobile App,South America
Beauty,2.5,2024-03-23,256.32,Mobile App,North America
Electronics,3.2,2024-05-18,158.57,Mobile App,Africa
Clothing,2.6,2023-09-15,329.85,Tablet,Africa
Beauty,2.5,2023-05-08,8.84,Tablet,Asia
Music,2.9,2024-01-28,402.64,Tablet,Australia
Clothing,1.3,2024-07-03,190.38,Mobile App,Asia
Clothing,1.7,2024-07-30,341.67,Mobile App,Asia
Home,4.3,2024-06-24,385.28,Mobile App,Asia
Sports,4.1,2023-02-12,377.3,Tablet,Asia
Books,4.4,2023-08-17,327.71,Mobile App,Europe
Home,1.1,2023-03-01,441.07,Tablet,Africa
Home,3.7,2024-03-13,191.5,Web,South America
Movies,4.3,2023-07-01,368.77,Smart TV,Europe
Music,2.4,2023-02-12,380.82,Mobile App,North America
Games,3.5,2023-11-21,216.05,Web,Europe
Movies,3.3,2024-09-13,156.13,Smart TV,South America
Clothing,4.5,2024-06-11,345.81,Smart TV,Asia
Home,1.1,2023-07-20,338.62,Mobile App,Australia
Music,1.8,2023-10-14,364.46,Smart TV,North America
Clothing,3.0,2023-09-01,364.28,Smart TV,North America
Movies,1.4,2024-08-22,330.03,Smart TV,Asia
Books,4.0,2024-08-01,107.31,Mobile App,Europe
Clothing,3.8,2023-04-14,250.54,Mobile App,Asia
Beauty,2.6,2023-03-05,220.64,Smart TV,Africa
Beauty,1.7,2023-04-20,430.25,Web,Australia
Music,2.0,2024-01-10,351.57,Smart TV,South America
Beauty,5.0,2024-06-09,431.16,Web,Europe
Books,1.8,2023-05-05,261.96,Web,South America
Clothing,3.6,2024-03-11,68.81,Web,North America
Music,4.6,2024-02-16,174.36,Web,Africa
Games,2.9,2023-03-20,192.17,Smart TV,Asia
Music,1.4,2023-02-14,333.03,Web,North America
Games,4.3,2023-06-11,407.37,Smart TV,South America
Home,2.1,2024-08-12,285.71,Web,Africa
Home,4.8,2024-06-07,351.61,Web,Australia
Games,4.1,2023-02-26,102.33,Tablet,Europe
Sports,4.7,2024-10-09,25.39,Tablet,South America
Beauty,1.5,2024-11-28,20.78,Tablet,Asia
Beauty,3.8,2023-02-13,220.33,Web,North America
Clothing,1.3,2024-08-16,148.95,Smart TV,Asia
Sports,3.3,2024-06-24,335.15,Mobile App,Asia
Music,2.8,2024-07-19,204.49,Mobile App,Africa
Movies,4.8,2024-09-09,185.54,Tablet,South America
Sports,1.9,2023-07-23,485.44,Tablet,North America
Games,1.0,2023-01-14,129.35,Smart TV,Australia
Movies,2.4,2023-05-28,268.82,Smart TV,Africa
Home,2.1,2023-09-16,214.71,Mobile App,Africa
Home,4.5,2024-06-08,445.09,Tablet,North America
Music,3.5,2024-09-12,367.16,Web,Asia
Electronics,1.5,2024-12-15,280.72,Smart TV,North America
Movies,2.4,2024-06-15,364.7,Tablet,Asia
Beauty,2.4,2024-12-16,220.44,Smart TV,Africa
Sports,2.0,2023-03-07,388.61,Web,North America
Beauty,3.7,2024-04-30,135.8,Tablet,North America
Books,4.6,2024-11-19,380.74,Tablet,Australia
Music,4.6,2023-03-13,201.72,Tablet,Asia
Sports,1.6,2023-08-20,99.16,Tablet,Asia
Music,4.9,2023-12-27,115.25,Tablet,Europe
Sports,2.4,2023-09-30,381.68,Tablet,North America
Home,4.6,2024-09-11,133.04,Web,Europe
Movies,3.2,2024-03-11,495.37,Mobile App,North America
Clothing,4.8,2023-08-03,414.95,Web,Australia
Books,4.4,2023-03-10,151.45,Smart TV,South America
Books,4.2,2024-01-30,33.49,Web,South America
Clothing,4.9,2023-08-22,207.21,Mobile App,North America
Clothing,2.6,2023-02-26,262.07,Smart TV,South America
Games,3.7,2024-03-12,471.54,Web,Africa
Books,4.2,2024-12-04,60.94,Tablet,Australia
Movies,4.7,2023-01-16,239.92,Web,Asia
Music,4.0,2024-08-03,213.32,Mobile App,Australia
Electronics,2.4,2023-04-11,191.28,Mobile App,North America
Beauty,4.3,2023-01-11,476.0,Tablet,Australia
Music,1.6,2024-03-09,252.61,Tablet,North America
Beauty,2.3,2023-02-17,261.29,Smart TV,North America
Games,4.4,2023-03-20,88.74,Web,Asia
Games,3.0,2023-06-20,374.34,Smart TV,Australia
Home,4.3,2024-05-15,155.42,Mobile App,Africa
Electronics,2.7,2023-07-10,487.89,Smart TV,Australia
Movies,2.3,2023-03-07,110.51,Web,Africa
Books,2.6,2023-06-13,358.87,Mobile App,North America
Clothing,2.7,2024-03-15,410.35,Web,North America
Sports,3.1,2023-04-03,294.55,Tablet,Africa
Home,1.4,2023-08-23,316.91,Tablet,Australia
Electronics,2.6,2024-01-31,34.3,Smart TV,North America
Movies,2.7,2023-03-20,147.75,Web,Australia
Music,3.7,2023-08-30,382.66,Tablet,Asia
Beauty,3.7,2023-09-24,450.04,Smart TV,North America
Clothing,2.1,2024-05-06,429.06,Mobile App,Asia
Sports,3.9,2023-06-29,134.68,Tablet,Asia
Clothing,4.1,2023-02-18,342.87,Smart TV,Europe
Sports,3.9,2023-07-23,479.99,Mobile App,Europe
Clothing,4.8,2024-11-14,435.43,Smart TV,North America
Music,2.4,2024-02-19,390.48,Mobile App,South America
Clothing,2.7,2023-10-26,391.47,Smart TV,North America
Music,3.6,2024-11-06,407.73,Tablet,South America
Games,2.1,2023-09-02,200.53,Web,South America
Movies,2.4,2024-08-28,173.21,Smart TV,Africa
Home,2.5,2023-07-27,486.07,Smart TV,Australia
Clothing,3.3,2023-06-15,396.98,Smart TV,Europe
Movies,4.8,2024-04-15,463.68,Mobile App,Europe
Home,1.3,2023-07-08,205.94,Mobile App,Africa
Music,4.5,2023-06-26,486.82,Tablet,Europe
Music,2.7,2023-07-25,156.02,Smart TV,North America
Sports,1.9,2024-10-28,153.16,Smart TV,Africa
Home,3.7,2024-01-02,473.42,Smart TV,North America
Games,1.9,2024-02-22,414.8,Web,North America
Sports,3.1,2023-01-08,97.93,Smart TV,Africa
Electronics,1.2,2023-06-06,482.03,Tablet,Asia
Movies,3.1,2023-03-26,443.94,Web,Europe
Movies,3.4,2023-06-26,159.94,Tablet,South America
Music,1.3,2024-06-25,328.66,Web,South America
Music,4.4,2023-08-30,313.84,Tablet,Australia
Movies,2.9,2023-04-30,334.56,Smart TV,North America
Games,2.3,2024-06-24,364.52,Web,Australia
Clothing,1.7,2024-12-13,173.91,Tablet,North America
Games,5.0,2024-04-16,350.96,Web,North America
Games,1.2,2023-09-23,372.17,Web,North America
Electronics,5.0,2024-12-08,492.53,Tablet,South America
Electronics,3.0,2023-10-19,48.23,Mobile App,North America
Home,3.8,2024-10-15,462.39,Mobile App,Asia
Electronics,2.8,2023-05-22,22.49,Tablet,Europe
Electronics,4.4,2024-07-21,75.06,Tablet,Europe
Home,1.6,2024-11-09,195.07,Tablet,Asia
Beauty,3.9,2024-09-01,289.68,Web,South America
Movies,2.3,2024-03-29,422.14,Mobile App,Australia
Music,2.6,2024-06-14,470.38,Smart TV,Europe
Movies,2.8,2023-12-25,130.82,Smart TV,Africa
Games,1.8,2024-12-19,221.37,Web,South America
Music,2.4,2023-09-01,195.74,Mobile App,South America
Home,4.1,2023-08-26,70.58,Mobile App,Europe
Movies,3.0,2023-04-14,497.83,Mobile App,North America
Home,4.1,2024-10-15,176.77,Smart TV,Africa
Beauty,4.4,2023-03-23,342.1,Mobile App,Europe
Movies,4.9,2023-10-15,160.45,Tablet,Australia
Music,1.6,2023-03-12,309.74,Tablet,Africa
Electronics,2.0,2023-06-23,242.12,Web,Asia
Home,3.6,2024-09-04,199.6,Mobile App,South America
Electronics,3.1,2024-03-07,425.91,Web,North America
Sports,4.8,2023-10-15,132.11,Tablet,Australia
Clothing,3.2,2024-11-26,190.82,Mobile App,North America
Sports,2.4,2023-12-12,138.4,Mobile App,Australia
Movies,1.9,2024-02-10,360.72,Web,Asia
Home,1.4,2023-06-16,398.05,Web,Australia
Home,2.1,2023-01-28,205.03,Smart TV,Asia
Music,2.6,2024-07-10,403.37,Web,South America
Books,3.9,2023-01-24,253.81,Mobile App,Europe
Music,1.5,2023-02-16,381.99,Web,Asia
Clothing,2.8,2023-07-29,306.64,Tablet,Africa
Electronics,2.4,2023-02-21,17.39,Tablet,Africa
Games,3.3,2024-01-14,138.31,Smart TV,South America
Beauty,4.1,2024-01-18,122.79,Smart TV,North America
Home,3.8,2024-12-23,464.26,Tablet,South America
Beauty,1.5,2023-07-23,436.28,Web,South America
Clothing,4.0,2023-01-20,244.97,Mobile App,North America
Home,1.3,2023-05-24,308.96,Smart TV,South America
Electronics,4.7,2024-03-22,159.7,Smart TV,Africa
Clothing,3.9,2023-11-20,352.47,Tablet,South America
Games,2.1,2024-10-07,434.7,Smart TV,Australia
Home,3.2,2024-01-20,12.46,Tablet,Asia
Games,1.5,2024-09-24,415.13,Smart TV,Asia
Music,2.2,2023-11-28,41.16,Mobile App,Europe
Beauty,2.9,2023-08-20,172.43,Mobile App,Australia
Electronics,1.3,2023-06-17,387.93,Mobile App,North America
Home,2.5,2024-02-14,202.72,Mobile App,Africa
Home,1.3,2024-08-25,350.5,Tablet,Asia
Games,3.8,2024-05-30,466.39,Mobile App,Asia
Movies,4.2,2024-11-11,239.88,Smart TV,Australia
Books,3.2,2024-01-03,494.45,Web,Europe
Music,4.4,2024-12-19,364.87,Tablet,South America
Games,2.0,2024-05-23,253.16,Tablet,Africa
Clothing,1.6,2023-09-17,102.86,Web,Africa
Electronics,1.5,2023-03-04,194.98,Mobile App,Asia
Movies,3.4,2023-02-16,82.92,Tablet,South America
Sports,1.4,2023-04-20,248.98,Web,Asia
Home,1.8,2023-11-03,442.93,Web,Europe
Electronics,3.5,2024-03-18,448.21,Web,South America
Sports,2.8,2024-07-21,392.03,Web,North America
Movies,3.3,2023-02-20,315.28,Mobile App,Asia
Clothing,4.8,2024-10-13,498.33,Smart TV,North America
Home,3.1,2023-12-31,355.65,Tablet,Africa
Sports,4.8,2023-07-01,269.23,Smart TV,Europe
Sports,3.6,2024-11-21,55.4,Smart TV,North America
Home,4.6,2024-10-24,311.86,Smart TV,Australia
Beauty,3.4,2024-04-25,441.81,Mobile App,South America
Games,2.5,2023-11-23,316.79,Web,North America
Clothing,5.0,2024-06-07,202.41,Smart TV,Europe
Books,3.4,2024-08-18,470.74,Web,Australia
Clothing,1.8,2023-10-08,250.14,Tablet,Australia
Sports,3.4,2023-12-22,325.64,Mobile App,North America
Music,4.1,2024-05-12,60.43,Mobile App,Australia
Movies,2.5,2023-08-12,192.56,Tablet,Australia
Clothing,3.3,2023-04-15,251.79,Tablet,Europe
Clothing,4.9,2024-01-20,168.86,Smart TV,Asia
Sports,1.6,2023-10-12,220.86,Smart TV,Europe
Electronics,5.0,2024-09-26,218.77,Smart TV,Asia
Clothing,1.3,2024-10-03,104.31,Smart TV,South America
Sports,2.0,2023-04-21,406.89,Smart TV,Africa
Movies,4.5,2023-06-02,471.12,Mobile App,Europe
Movies,3.1,2024-01-27,88.88,Web,Asia
Sports,3.4,2024-12-02,36.99,Smart TV,Africa
Sports,3.5,2024-03-15,54.18,Mobile App,Africa
Electronics,3.0,2023-12-14,115.77,Tablet,North America
Electronics,4.8,2023-10-14,345.22,Tablet,Africa
Sports,4.3,2024-05-14,479.38,Smart TV,Africa
Clothing,1.7,2024-02-01,100.23,Tablet,South America
Beauty,4.9,2024-11-20,96.4,Tablet,Asia
Books,2.3,2024-01-11,369.08,Tablet,Australia
Electronics,5.0,2023-10-29,197.97,Smart TV,Africa
Home,4.0,2023-09-10,395.73,Tablet,Australia
Games,1.4,2024-10-14,20.3,Web,Asia
Clothing,3.3,2024-08-25,444.74,Web,South America
Home,1.7,2023-07-21,475.9,Mobile App,Africa
Movies,4.3,2024-09-16,68.2,Mobile App,Europe
Movies,3.1,2023-08-11,491.79,Tablet,Asia
Electronics,2.3,2024-01-21,225.81,Tablet,Australia
Beauty,1.0,2023-03-09,420.72,Smart TV,Europe
Clothing,1.1,2023-10-28,188.64,Smart TV,Australia
Books,2.7,2024-02-23,372.41,Web,Africa
Electronics,4.3,2023-07-18,425.74,Web,Asia
Home,3.2,2023-06-13,400.0,Smart TV,Asia
Games,1.4,2024-01-24,14.21,Mobile App,Africa
Music,4.3,2024-05-05,403.72,Web,North America
Electronics,4.6,2023-03-09,363.03,Web,North America
Electronics,1.6,2024-10-29,398.82,Tablet,South America
Music,1.4,2024-09-14,52.64,Smart TV,Asia
Sports,1.0,2024-09-28,368.01,Web,North America
Music,4.7,2023-06-05,429.21,Web,Australia
Music,1.1,2023-09-06,277.05,Mobile App,Europe
Electronics,1.1,2024-05-11,206.57,Web,Australia
Music,1.2,2023-12-11,383.39,Tablet,Asia
Sports,4.7,2024-04-16,200.94,Smart TV,Africa
Movies,4.0,2023-07-22,177.73,Web,North America
Clothing,4.7,2023-02-11,182.13,Mobile App,Africa
Electronics,1.9,2024-09-15,434.63,Tablet,Europe
Books,2.5,2023-03-11,18.82,Web,North America
Music,4.5,2024-06-08,229.51,Web,Africa
Electronics,1.5,2023-10-17,378.41,Tablet,Europe
Clothing,2.3,2023-02-24,268.95,Tablet,Asia
Books,4.5,2023-11-03,372.61,Tablet,South America
Games,2.4,2024-03-08,135.16,Mobile App,Australia
Music,4.2,2023-06-08,103.34,Smart TV,South America
Home,1.7,2024-05-15,308.53,Web,South America
Sports,1.5,2023-02-08,352.66,Smart TV,North America
Electronics,3.9,2024-03-25,286.17,Mobile App,North America
Home,2.9,2023-03-16,52.98,Tablet,Africa
Beauty,3.2,2024-06-24,12.66,Tablet,North America
Sports,2.9,2023-03-02,284.96,Tablet,Africa
Sports,3.9,2023-07-25,321.32,Tablet,Asia
Music,2.9,2023-11-30,105.77,Smart TV,South America
Home,3.1,2023-08-21,226.36,Web,Europe
Movies,3.6,2023-07-25,182.9,Web,Europe
Games,2.3,2023-04-12,104.09,Web,North America
Movies,1.9,2023-03-05,73.94,Mobile App,Asia
Games,2.0,2023-02-04,274.64,Web,North America
Games,2.6,2023-02-08,437.95,Tablet,Africa
Books,3.5,2023-08-04,46.95,Smart TV,Africa
Books,1.6,2024-04-22,220.98,Mobile App,South America
Home,3.0,2024-03-26,457.93,Mobile App,Africa
Sports,3.2,2024-05-05,266.72,Tablet,Asia
Home,4.7,2023-05-29,152.52,Tablet,North America
Home,4.7,2024-12-14,125.51,Web,Africa
Movies,2.5,2023-06-01,136.24,Tablet,North America
Movies,3.7,2024-07-24,72.55,Web,Australia
Games,1.2,2023-07-14,212.99,Smart TV,Africa
Sports,1.5,2023-01-29,372.61,Smart TV,South America
Games,1.4,2023-07-03,416.01,Mobile App,South America
Electronics,4.3,2023-07-05,344.98,Smart TV,Africa
Sports,3.7,2024-12-12,238.4,Smart TV,Australia
Games,1.6,2023-07-12,211.9,Smart TV,Europe
Movies,3.2,2023-01-30,97.36,Mobile App,South America
Beauty,3.6,2024-02-22,267.0,Tablet,Europe
Clothing,2.3,2023-01-14,248.22,Smart TV,North America
Books,2.4,2024-05-26,351.92,Tablet,Australia
Beauty,4.5,2024-12-08,365.76,Smart TV,South America
Games,1.9,2023-06-04,227.82,Tablet,Asia
Home,3.2,2023-11-10,274.31,Mobile App,Europe
Clothing,2.3,2023-10-04,41.77,Mobile App,Asia
Electronics,4.1,2024-02-15,428.4,Smart TV,Africa
Music,2.0,2022-12-31,60.51,Tablet,Australia
Beauty,5.0,2023-08-18,175.3,Tablet,Europe
Beauty,1.1,2023-08-31,300.99,Smart TV,Australia
Music,4.2,2023-07-25,343.76,Smart TV,Europe
Beauty,3.6,2023-05-18,140.4,Mobile App,Africa
Movies,2.0,2024-04-17,481.27,Mobile App,Africa
Books,2.9,2023-05-21,403.11,Smart TV,North America
Clothing,4.4,2023-11-15,258.02,Web,Europe
Books,4.8,2024-11-23,255.93,Tablet,South America
Home,4.0,2023-04-24,129.96,Tablet,Asia
Games,3.4,2023-12-09,35.71,Web,South America
Movies,1.1,2024-11-17,466.64,Smart TV,North America
Games,1.8,2023-09-10,164.59,Web,Australia
Movies,3.4,2024-10-19,26.72,Mobile App,Asia
Clothing,3.3,2023-04-04,133.13,Smart TV,Africa
Sports,1.8,2024-04-20,101.2,Web,Asia
Sports,2.3,2023-01-09,444.69,Smart TV,Europe
Movies,5.0,2023-01-30,176.08,Smart TV,South America
Music,3.3,2023-11-07,80.69,Mobile App,South America
Games,4.7,2023-05-05,17.48,Web,South America
Music,2.5,2023-10-26,75.78,Web,North America
Music,3.0,2024-07-01,420.56,Tablet,Australia
Home,2.5,2024-05-29,216.43,Web,Europe
Music,2.7,2024-09-04,454.12,Tablet,Asia
Sports,2.5,2024-08-31,121.02,Smart TV,North America
Electronics,2.3,2023-05-19,312.92,Web,Australia
Clothing,2.7,2024-05-05,88.02,Web,South America
Books,2.7,2024-01-30,363.85,Web,South America
Electronics,3.4,2023-03-30,354.91,Tablet,Europe
Beauty,1.8,2023-02-01,361.13,Web,Europe
Beauty,4.8,2024-06-10,93.78,Mobile App,South America
Books,1.1,2024-07-09,255.5,Web,Australia
Music,4.4,2023-12-05,260.01,Smart TV,South America
Beauty,2.6,2024-07-15,153.68,Mobile App,Europe
Games,3.8,2023-08-13,400.34,Web,Australia
Games,2.2,2023-03-20,322.95,Smart TV,Europe
Sports,3.9,2024-08-31,161.93,Web,North America
Clothing,1.0,2024-11-06,259.79,Mobile App,Africa
Sports,4.4,2023-10-18,231.88,Web,Europe
Beauty,4.3,2024-08-28,82.31,Web,South America
Games,3.2,2023-08-31,270.4,Tablet,Africa
Music,3.5,2023-11-24,112.49,Tablet,Asia
Books,4.5,2023-07-22,206.21,Mobile App,Africa
Sports,2.0,2023-04-04,27.67,Mobile App,Europe
Clothing,2.1,2023-06-28,112.11,Smart TV,South America
Books,1.7,2024-01-02,364.52,Smart TV,Europe
Beauty,3.4,2023-02-12,154.97,Tablet,Australia
Home,1.1,2024-02-24,61.66,Smart TV,North America
Home,2.2,2024-10-28,243.3,Tablet,North America
Sports,1.4,2023-01-30,398.02,Tablet,Australia
Clothing,3.5,2023-01-28,81.51,Tablet,Australia
Electronics,3.1,2024-03-07,381.34,Web,Australia
Clothing,4.9,2024-05-31,103.16,Smart TV,South America
Sports,3.7,2024-09-23,497.68,Smart TV,South America
Home,1.6,2023-12-15,99.59,Smart TV,Australia
Games,1.2,2024-01-05,462.09,Mobile App,Australia
Music,1.3,2024-12-04,302.5,Web,Asia
Beauty,1.8,2024-09-16,439.44,Mobile App,Australia
Books,2.6,2023-09-03,270.33,Mobile App,Asia
Music,1.5,2023-01-12,325.42,Web,Asia
Games,4.1,2023-04-18,302.21,Tablet,Australia
Sports,3.2,2023-05-09,147.02,Mobile App,South America
Games,4.8,2024-09-21,389.13,Mobile App,North America
Beauty,1.8,2023-06-01,244.75,Web,Australia
Home,1.3,2023-01-31,42.21,Web,North America
Beauty,4.1,2024-01-10,15.0,Mobile App,Africa
Games,1.1,2023-11-05,375.33,Tablet,Europe
Beauty,1.7,2023-03-28,418.93,Smart TV,Europe
Beauty,2.9,2023-01-29,100.02,Smart TV,North America
Electronics,1.5,2023-01-11,229.72,Smart TV,South America
Movies,3.7,2023-11-30,247.33,Smart TV,Africa
Beauty,1.9,2023-06-17,267.21,Web,Africa
Games,1.5,2023-02-25,445.59,Mobile App,Asia
Beauty,2.6,2024-07-20,468.58,Smart TV,Africa
Sports,5.0,2024-05-18,180.51,Web,Africa
Games,2.7,2024-07-19,112.98,Smart TV,Asia
Beauty,2.1,2024-09-06,282.84,Web,Africa
Beauty,3.7,2023-02-06,326.6,Mobile App,South America
Beauty,3.5,2024-10-23,285.67,Smart TV,Africa
Games,2.3,2023-02-02,54.67,Mobile App,Australia
Clothing,4.5,2023-08-08,128.82,Web,Europe
Movies,2.2,2023-11-02,301.05,Web,Asia
Games,3.4,2023-01-20,46.41,Tablet,Asia
Beauty,3.4,2023-09-27,88.63,Mobile App,Europe
Home,1.7,2024-03-04,98.53,Smart TV,North America
Books,3.8,2023-04-01,364.67,Web,North America
Games,1.6,2024-11-06,37.67,Web,Asia
Electronics,2.9,2024-03-28,20.94,Smart TV,Africa
Games,3.9,2023-12-24,399.57,Mobile App,Europe
Beauty,1.8,2024-01-22,112.66,Mobile App,Asia
Books,2.2,2024-12-05,155.73,Smart TV,Australia
Books,3.2,2024-10-28,71.33,Web,Australia
Beauty,2.6,2023-01-21,155.52,Smart TV,Asia
Movies,1.4,2023-04-21,204.65,Mobile App,South America
Beauty,4.7,2024-01-04,482.53,Web,Africa
